,Customer ID,Gender,Age,Under 30,Senior Citizen,Tenure in Months,Contract,Internet Service,Avg Monthly Long Distance Charges,Monthly Charge,Total Charges,Satisfaction Score,CLTV,Customer Status
240,9488-HGMJH,Female,78,No,Yes,1,Month-to-Month,Yes,24.75,71.15,71.15,3,5287,Churned
241,4818-QIUFN,Female,69,No,Yes,20,Month-to-Month,Yes,11.82,79.15,1520.9,1,4997,Churned
242,6961-VCPMC,Male,71,No,Yes,46,Month-to-Month,Yes,48.62,80.4,3605.2,3,4876,Churned
243,4424-TKOPW,Male,70,No,Yes,2,Month-to-Month,Yes,25.19,93.85,196.75,1,4998,Churned
244,4201-JMNGR,Female,66,No,Yes,1,Month-to-Month,Yes,26.22,55.8,55.8,1,5527,Churned
245,1866-RZZQS,Male,77,No,Yes,41,Month-to-Month,Yes,42.06,98.4,4187.75,1,2169,Churned
246,8631-NBHFZ,Male,71,No,Yes,66,Two Year,Yes,30.03,79.4,5154.6,1,5910,Churned
247,4958-XCBDQ,Male,68,No,Yes,35,Month-to-Month,Yes,39.69,101.4,3496.3,3,3689,Churned
248,8337-UPOAQ,Male,71,No,Yes,10,Month-to-Month,Yes,16.88,89.8,914.3,2,5124,Churned
249,6712-OAWRH,Female,79,No,Yes,26,Month-to-Month,Yes,34.69,91.25,2351.8,3,5154,Churned
250,5914-DVBWJ,Female,80,No,Yes,18,Month-to-Month,Yes,2.36,85.45,1505.85,1,5145,Churned
251,8644-XLFBW,Male,65,No,Yes,1,Month-to-Month,Yes,28.46,71.65,71.65,2,5674,Churned
252,1833-VGRUM,Female,70,No,Yes,1,Month-to-Month,Yes,48.95,74.2,74.2,2,4684,Churned
253,8374-XGEJJ,Male,68,No,Yes,43,Month-to-Month,Yes,31.25,101.0,4388.4,1,3123,Churned
254,6946-LMSQS,Male,80,No,Yes,25,One Year,Yes,33.63,89.05,2177.45,1,2673,Churned
255,4039-HEUNW,Male,77,No,Yes,36,Month-to-Month,Yes,16.61,96.5,3436.1,3,4652,Churned
256,0812-WUPTB,Male,65,No,Yes,1,Month-to-Month,Yes,49.6,70.85,70.85,2,3022,Churned
257,2403-BCASL,Male,66,No,Yes,41,One Year,Yes,45.04,111.95,4534.9,2,3711,Churned
258,3871-IKPYH,Male,70,No,Yes,1,Month-to-Month,Yes,16.19,69.1,69.1,3,2767,Churned
259,1304-NECVQ,Female,69,No,Yes,2,Month-to-Month,Yes,43.96,78.55,149.55,2,5203,Churned
260,5655-JSMZM,Male,66,No,Yes,49,Month-to-Month,Yes,32.36,96.2,4718.25,2,5904,Churned
261,4505-EXZHB,Female,75,No,Yes,6,Month-to-Month,Yes,8.91,74.4,434.1,1,3964,Churned
262,8972-HJWNV,Female,75,No,Yes,7,Month-to-Month,Yes,21.43,84.55,646.85,1,5245,Churned
263,2860-RANUS,Female,67,No,Yes,20,Month-to-Month,Yes,29.29,85.8,1727.5,1,3336,Churned
264,0406-BPDVR,Female,75,No,Yes,54,One Year,Yes,33.49,101.5,5373.1,2,6405,Churned
265,5276-KQWHG,Female,74,No,Yes,2,Month-to-Month,Yes,15.32,69.6,131.65,3,4596,Churned
266,9667-EQRXU,Female,74,No,Yes,30,Month-to-Month,Yes,0.0,40.3,1172.95,2,3016,Churned
267,0946-CLJTI,Male,67,No,Yes,58,Month-to-Month,Yes,3.18,98.7,5812.6,1,4662,Churned
268,0324-BRPCJ,Female,74,No,Yes,68,Month-to-Month,Yes,21.33,100.2,6851.65,1,4481,Churned
269,9189-JWSHV,Female,69,No,Yes,24,Month-to-Month,Yes,13.38,93.55,2264.05,2,4937,Churned
270,0576-WNXXC,Male,70,No,Yes,27,Month-to-Month,Yes,39.49,95.55,2510.2,1,2999,Churned
271,5482-PLVPE,Female,79,No,Yes,2,Month-to-Month,Yes,0.0,24.35,41.85,1,3278,Churned
272,4902-OHLSK,Female,76,No,Yes,29,Month-to-Month,Yes,20.98,98.65,2862.75,1,4235,Churned
273,0495-ZBNGW,Male,78,No,Yes,5,Month-to-Month,Yes,6.66,79.9,343.95,2,4324,Churned
274,2357-COQEK,Female,79,No,Yes,28,Month-to-Month,Yes,28.14,103.3,2890.65,2,4136,Churned
275,2034-CGRHZ,Male,73,No,Yes,24,Month-to-Month,Yes,3.23,102.95,2496.7,3,5245,Churned
276,9360-AHGNL,Female,74,No,Yes,43,One Year,Yes,8.75,109.55,4830.25,2,5863,Churned
277,5485-WUYWF,Male,73,No,Yes,2,Month-to-Month,Yes,5.57,66.4,94.55,1,4522,Churned
278,2632-UCGVD,Male,71,No,Yes,66,Month-to-Month,Yes,49.85,100.05,6871.9,2,4512,Churned
279,6425-YQLLO,Female,68,No,Yes,66,One Year,Yes,27.75,105.95,6975.25,2,6117,Churned
280,2091-RFFBA,Female,70,No,Yes,31,Month-to-Month,Yes,15.43,73.9,2217.15,1,2560,Churned
281,6899-PPEEA,Female,66,No,Yes,37,Month-to-Month,Yes,3.3,96.55,3580.3,2,4448,Churned
282,4597-NUCQV,Male,65,No,Yes,24,Month-to-Month,Yes,28.98,101.25,2440.15,3,4287,Churned
283,3754-DXMRT,Male,78,No,Yes,2,Month-to-Month,Yes,43.66,44.15,92.65,2,5655,Churned
284,7130-VTEWQ,Female,74,No,Yes,8,Month-to-Month,Yes,13.8,75.75,606.25,3,4174,Churned
285,7903-CMPEY,Male,78,No,Yes,1,Month-to-Month,Yes,17.51,80.3,80.3,1,4138,Churned
286,1704-NRWYE,Female,79,No,Yes,9,Month-to-Month,Yes,43.34,80.85,751.65,2,5242,Churned
287,7481-ATQQS,Female,76,No,Yes,49,Month-to-Month,Yes,44.88,90.85,4515.85,2,5651,Churned
288,0023-HGHWL,Male,67,No,Yes,1,Month-to-Month,Yes,0.0,25.1,25.1,3,5437,Churned
289,1792-UXAFY,Female,80,No,Yes,17,Month-to-Month,Yes,30.37,89.15,1496.9,1,5082,Churned
290,6161-UUUTA,Male,77,No,Yes,3,Month-to-Month,Yes,2.98,79.9,260.9,2,4367,Churned
291,6543-XRMYR,Female,73,No,Yes,30,Month-to-Month,Yes,43.61,99.7,2967.35,1,3548,Churned
292,2479-BRAMR,Male,74,No,Yes,41,Month-to-Month,Yes,45.84,83.75,3273.55,1,4995,Churned
293,3714-JTVOV,Female,76,No,Yes,42,Month-to-Month,Yes,2.9,74.15,3229.4,1,2322,Churned
294,8580-QVLOC,Female,78,No,Yes,72,Two Year,Yes,25.77,92.45,6440.25,1,5697,Churned
295,2012-NWRPA,Female,78,No,Yes,11,Month-to-Month,Yes,1.28,99.55,1131.2,3,3172,Churned
296,8808-ELEHO,Male,66,No,Yes,8,Month-to-Month,Yes,5.02,81.25,585.95,1,3812,Churned
297,9058-CBREO,Female,69,No,Yes,1,Month-to-Month,Yes,22.56,50.55,50.55,1,3357,Churned
298,8063-GBATB,Female,74,No,Yes,27,Month-to-Month,Yes,31.17,85.25,2287.25,1,5172,Churned
299,1069-XAIEM,Female,68,No,Yes,1,Month-to-Month,Yes,16.37,85.05,85.05,1,2975,Churned
300,6987-XQSJT,Female,68,No,Yes,54,Month-to-Month,Yes,45.77,79.5,4370.25,1,5684,Churned
301,0722-TROQR,Female,68,No,Yes,4,Month-to-Month,Yes,26.23,74.9,321.75,1,2122,Churned
302,6402-ZFPPI,Female,75,No,Yes,25,Month-to-Month,Yes,36.5,102.8,2660.2,1,4969,Churned
303,9965-YOKZB,Male,73,No,Yes,9,Month-to-Month,Yes,10.04,83.85,790.15,1,3723,Churned
304,0504-HHAPI,Female,72,No,Yes,27,Month-to-Month,Yes,16.94,88.3,2467.75,3,2420,Churned
305,3791-LGQCY,Female,68,No,Yes,56,Month-to-Month,Yes,33.81,100.65,5688.05,1,4803,Churned
306,8166-ZZTFS,Female,74,No,Yes,66,Two Year,Yes,21.7,80.55,5265.1,3,4400,Churned
307,2956-GGUCQ,Male,71,No,Yes,24,Month-to-Month,Yes,2.05,78.85,1772.25,1,3079,Churned
308,2778-OCLGR,Male,75,No,Yes,24,Month-to-Month,Yes,0.0,39.1,971.3,1,4591,Churned
309,7067-KSAZT,Female,66,No,Yes,65,One Year,Yes,18.69,106.25,6979.8,1,5965,Churned
310,9300-AGZNL,Male,76,No,Yes,1,Month-to-Month,Yes,21.85,94.0,94.0,1,4176,Churned
311,1112-CUNAO,Female,67,No,Yes,15,Month-to-Month,Yes,4.28,89.85,1424.95,2,2668,Churned
312,3389-YGYAI,Female,79,No,Yes,8,Month-to-Month,Yes,45.16,105.5,829.55,3,5546,Churned
313,3070-DVEYC,Male,78,No,Yes,7,Month-to-Month,Yes,32.4,73.75,545.15,2,5638,Churned
314,5707-ORNDZ,Male,79,No,Yes,9,Month-to-Month,Yes,2.45,54.55,494.05,1,4656,Churned
315,8696-JKZNU,Female,78,No,Yes,37,Month-to-Month,Yes,26.95,76.25,2841.55,3,5859,Churned
316,2055-PDADH,Female,71,No,Yes,3,Month-to-Month,Yes,2.26,70.4,204.7,3,2491,Churned
317,2302-ANTDP,Female,76,No,Yes,48,Month-to-Month,Yes,43.04,117.45,5438.9,1,5915,Churned
318,5233-GEEAX,Male,65,No,Yes,8,Month-to-Month,Yes,0.0,29.4,221.9,1,5971,Churned
319,7137-RYLPP,Male,75,No,Yes,37,Month-to-Month,Yes,46.61,85.7,3171.15,2,4712,Churned
320,3957-LXOLK,Female,75,No,Yes,28,Month-to-Month,Yes,9.67,106.15,3152.5,1,5030,Churned
321,5281-BUZGT,Male,69,No,Yes,36,Month-to-Month,Yes,23.33,90.85,3186.7,1,5692,Churned
322,2718-GAXQD,Female,68,No,Yes,4,Month-to-Month,Yes,42.13,46.0,181.6,1,4797,Churned
323,3217-FZDMN,Female,66,No,Yes,8,Month-to-Month,Yes,5.21,94.45,742.95,1,3676,Churned
324,7480-QNVZJ,Male,65,No,Yes,50,Month-to-Month,Yes,18.92,95.7,4816.7,3,4287,Churned
325,7124-UGSUR,Female,77,No,Yes,61,One Year,Yes,35.11,104.4,6405.0,1,4412,Churned
326,1862-SKORY,Female,66,No,Yes,40,Month-to-Month,Yes,0.0,39.3,1637.4,3,2296,Churned
327,4816-JBHOV,Male,72,No,Yes,2,Month-to-Month,Yes,41.43,44.7,93.7,1,4618,Churned
328,3247-ZVOUO,Male,77,No,Yes,10,Month-to-Month,Yes,6.01,85.55,851.75,1,3336,Churned
329,1268-ASBGA,Female,66,No,Yes,16,Month-to-Month,Yes,9.93,85.35,1375.15,2,5769,Churned
330,4713-LZDRV,Female,80,No,Yes,2,Month-to-Month,Yes,31.91,79.6,195.05,3,4322,Churned
331,4325-NFSKC,Male,68,No,Yes,19,Month-to-Month,Yes,28.12,90.6,1660.0,1,2373,Churned
332,6502-HCJTI,Male,78,No,Yes,7,Month-to-Month,Yes,9.7,94.7,673.1,1,3591,Churned
333,8258-GSTJK,Male,74,No,Yes,3,Month-to-Month,Yes,48.34,77.0,237.75,1,3128,Churned
334,2995-UPRYS,Female,74,No,Yes,40,One Year,Yes,19.76,99.2,4062.2,3,5098,Churned
335,6686-YPGHK,Male,65,No,Yes,47,Month-to-Month,Yes,36.58,85.5,4042.3,3,3645,Churned
336,8020-BWHYL,Female,70,No,Yes,15,Month-to-Month,Yes,7.99,75.3,1147.45,3,4526,Churned
337,6892-XPFPU,Male,70,No,Yes,24,Month-to-Month,Yes,49.76,104.25,2433.9,1,2104,Churned
338,8010-EZLOU,Male,75,No,Yes,15,Month-to-Month,Yes,12.08,80.2,1217.25,1,4958,Churned
339,8062-YBDOE,Male,70,No,Yes,1,Month-to-Month,Yes,7.23,69.65,69.65,2,5844,Churned
340,3672-YITQD,Male,71,No,Yes,36,Month-to-Month,Yes,31.65,84.1,3021.6,1,2987,Churned
341,8988-ECPJR,Female,79,No,Yes,34,Month-to-Month,Yes,25.84,79.6,2718.3,1,3980,Churned
342,3776-EKTKM,Female,79,No,Yes,1,Month-to-Month,Yes,0.0,36.45,36.45,3,5303,Churned
343,0643-OKLRP,Female,73,No,Yes,47,Month-to-Month,Yes,38.31,80.35,3825.85,1,5915,Churned
344,9381-NDKME,Female,74,No,Yes,24,Month-to-Month,Yes,0.0,40.65,933.3,1,3843,Churned
345,8327-LZKAS,Female,80,No,Yes,43,One Year,Yes,13.84,107.55,4533.9,2,4423,Churned
346,1075-BGWOH,Male,69,No,Yes,16,Month-to-Month,Yes,15.16,98.75,1587.55,2,3392,Churned
347,8485-GJCDN,Female,71,No,Yes,5,Month-to-Month,Yes,30.05,69.05,318.5,3,3368,Churned
348,6029-WTIPC,Male,73,No,Yes,37,Month-to-Month,Yes,38.06,101.1,3744.05,1,4424,Churned
349,3317-HRTNN,Female,79,No,Yes,5,Month-to-Month,Yes,0.0,45.7,198.0,3,3561,Churned
350,5569-OUICF,Female,67,No,Yes,28,Month-to-Month,Yes,16.43,101.3,2812.2,3,4994,Churned
351,5747-PMBSQ,Male,72,No,Yes,10,Month-to-Month,Yes,11.12,92.5,934.1,1,2415,Churned
352,2982-IHMFT,Female,75,No,Yes,1,Month-to-Month,Yes,39.61,74.45,74.45,3,4291,Churned
353,5143-EGQFK,Female,76,No,Yes,10,Month-to-Month,Yes,0.0,29.65,291.4,2,5702,Churned
354,6168-WFVVF,Female,69,No,Yes,3,Month-to-Month,Yes,5.54,70.3,235.5,3,5165,Churned
355,7450-NWRTR,Male,76,No,Yes,12,Month-to-Month,Yes,21.89,99.45,1200.15,3,2819,Churned
356,6005-OBZPH,Female,68,No,Yes,26,Month-to-Month,Yes,9.09,89.15,2277.65,1,4074,Churned
357,7932-WPTDS,Female,77,No,Yes,1,Month-to-Month,Yes,0.0,24.8,24.8,1,5377,Churned
358,7000-WCEVQ,Female,67,No,Yes,20,Month-to-Month,Yes,27.11,61.6,1174.35,1,3866,Churned
359,5959-BELXA,Male,67,No,Yes,32,Month-to-Month,Yes,25.45,96.15,3019.25,2,2246,Churned
360,2506-TNFCO,Female,76,No,Yes,1,Month-to-Month,Yes,12.46,69.55,69.55,2,5948,Churned
361,6060-DRTNL,Female,66,No,Yes,5,Month-to-Month,Yes,27.35,84.85,415.55,1,3305,Churned
362,8473-VUVJN,Male,80,No,Yes,1,Month-to-Month,Yes,39.88,73.65,73.65,3,5443,Churned
363,0196-VULGZ,Female,78,No,Yes,6,Month-to-Month,Yes,28.71,84.35,474.9,3,5721,Churned
364,1976-CFOCS,Female,69,No,Yes,1,Month-to-Month,Yes,7.74,46.0,46.0,1,4531,Churned
365,4631-OACRM,Male,78,No,Yes,15,Month-to-Month,Yes,17.23,79.4,1156.1,1,3621,Churned
366,3755-JBMNH,Male,78,No,Yes,16,Month-to-Month,Yes,45.9,71.8,1167.8,1,3327,Churned
367,6345-ULYRW,Male,68,No,Yes,44,One Year,Yes,24.62,88.4,3912.9,3,2674,Churned
368,0013-EXCHZ,Female,75,No,Yes,3,Month-to-Month,Yes,7.38,83.9,267.4,1,3464,Churned
369,5550-VFRLC,Female,70,No,Yes,1,Month-to-Month,Yes,43.45,69.85,69.85,1,5056,Churned
370,2657-ALMWY,Female,65,No,Yes,26,Month-to-Month,Yes,18.26,84.95,2169.75,3,4316,Churned
371,6284-AHOOQ,Male,71,No,Yes,22,Month-to-Month,Yes,46.11,90.5,1910.6,1,5014,Churned
372,2460-FPSYH,Female,72,No,Yes,40,Month-to-Month,Yes,0.0,55.8,2109.35,1,4272,Churned
373,5028-HTLJB,Male,69,No,Yes,1,Month-to-Month,No,19.87,20.05,20.05,1,3491,Churned
374,0875-CABNR,Female,70,No,Yes,10,Month-to-Month,Yes,16.85,84.6,865.55,3,3320,Churned
375,6982-UQZLY,Female,80,No,Yes,1,Month-to-Month,No,22.86,20.85,20.85,3,3817,Churned
376,0193-ESZXP,Female,73,No,Yes,58,One Year,Yes,16.94,105.5,6205.5,1,5067,Churned
377,4369-HTUIF,Male,73,No,Yes,6,Month-to-Month,Yes,29.41,85.15,503.6,2,5831,Churned
378,5287-QWLKY,Male,79,No,Yes,71,Month-to-Month,Yes,44.66,105.1,7548.1,1,5725,Churned
379,1891-UAWWU,Female,79,No,Yes,20,Month-to-Month,Yes,4.77,90.8,1951.0,1,2312,Churned
380,3096-JRDSO,Female,73,No,Yes,27,Month-to-Month,Yes,10.19,104.3,2867.75,1,3444,Churned
381,2398-YPMUR,Female,77,No,Yes,13,Month-to-Month,Yes,37.86,70.15,916.75,2,5101,Churned
382,1265-XTECC,Female,68,No,Yes,68,One Year,Yes,1.98,96.55,6581.9,1,5957,Churned
383,4871-JTKJF,Female,70,No,Yes,1,Month-to-Month,Yes,31.13,69.65,69.65,3,4741,Churned
384,1415-YFWLT,Female,68,No,Yes,1,Month-to-Month,Yes,30.23,89.3,89.3,1,3067,Churned
385,3500-RMZLT,Female,76,No,Yes,15,Month-to-Month,Yes,19.11,96.3,1426.75,1,2933,Churned
386,2642-DTVCO,Male,68,No,Yes,9,Month-to-Month,Yes,12.18,85.05,746.5,3,5095,Churned
387,1363-TXLSL,Male,80,No,Yes,1,Month-to-Month,Yes,39.1,70.3,70.3,1,4962,Churned
388,7136-RVDTZ,Male,79,No,Yes,70,One Year,Yes,0.0,45.25,3264.45,2,5824,Churned
389,6927-WTFIV,Male,78,No,Yes,20,Month-to-Month,Yes,5.71,71.3,1389.2,2,3684,Churned
390,3398-ZOUAA,Male,76,No,Yes,21,Month-to-Month,Yes,19.74,69.1,1474.75,2,3853,Churned
391,4844-JJWUY,Female,65,No,Yes,1,Month-to-Month,Yes,28.82,86.0,86.0,1,5359,Churned
392,4785-QRJHC,Male,80,No,Yes,46,One Year,Yes,0.0,59.9,2816.65,3,4011,Churned
393,1965-AKTSX,Female,65,No,Yes,14,Month-to-Month,Yes,16.36,78.95,1101.85,1,5203,Churned
394,7248-VZQLC,Female,78,No,Yes,47,Month-to-Month,Yes,16.83,85.2,3969.35,1,4661,Churned
395,0011-IGKFF,Male,78,No,Yes,13,Month-to-Month,Yes,27.82,98.0,1237.85,1,3714,Churned
396,6496-SLWHQ,Male,68,No,Yes,3,Month-to-Month,Yes,35.43,105.0,294.45,3,5960,Churned
397,9912-GVSEQ,Female,73,No,Yes,26,Month-to-Month,Yes,9.28,93.85,2381.55,2,2591,Churned
398,5383-MMTWC,Female,75,No,Yes,8,Month-to-Month,Yes,46.05,84.0,613.4,3,4819,Churned
399,6877-LGWXO,Male,66,No,Yes,18,Month-to-Month,Yes,4.98,78.55,1422.65,3,3521,Churned
400,5167-GBFRE,Male,73,No,Yes,4,Month-to-Month,Yes,0.0,25.2,102.5,3,4694,Churned
401,1324-NLTJE,Female,73,No,Yes,15,Month-to-Month,Yes,17.19,55.0,757.1,1,3167,Churned
402,5567-WSELE,Male,70,No,Yes,3,Month-to-Month,Yes,32.31,94.6,279.55,1,3019,Churned
403,6646-VRFOL,Male,74,No,Yes,53,Month-to-Month,Yes,39.36,103.85,5485.5,1,5860,Churned
404,9090-SGQXL,Male,70,No,Yes,68,Month-to-Month,Yes,47.17,105.3,7299.65,3,6284,Churned
405,6595-YGXIT,Male,71,No,Yes,25,Month-to-Month,Yes,47.66,88.95,2291.2,2,3878,Churned
406,9835-ZIITK,Male,66,No,Yes,66,One Year,Yes,48.87,110.85,7491.75,1,4281,Churned
407,5649-TJHOV,Male,68,No,Yes,27,Month-to-Month,Yes,0.0,36.5,1032.0,1,4564,Churned
408,9253-QXKBE,Male,73,No,Yes,29,Month-to-Month,Yes,6.25,94.45,2653.65,1,2233,Churned
409,8775-LHDJH,Female,77,No,Yes,1,Month-to-Month,Yes,13.02,90.6,90.6,2,2905,Churned
410,3097-NQYSN,Male,73,No,Yes,2,Month-to-Month,Yes,4.19,86.85,156.35,1,5204,Churned
411,3565-UNOCC,Female,65,No,Yes,29,Month-to-Month,Yes,22.33,99.05,2952.85,1,3179,Churned
412,9190-MFJLN,Male,65,No,Yes,19,Month-to-Month,Yes,32.77,95.9,1777.9,1,2851,Churned
413,1095-JUDTC,Female,78,No,Yes,47,Month-to-Month,Yes,14.22,95.05,4504.55,2,5214,Churned
414,5385-SUIRI,Male,69,No,Yes,52,Month-to-Month,Yes,37.6,104.2,5568.35,1,5648,Churned
415,6328-ZPBGN,Female,67,No,Yes,11,Month-to-Month,Yes,3.62,95.15,997.65,2,4074,Churned
416,2856-NNASM,Male,74,No,Yes,43,Month-to-Month,Yes,39.12,89.55,3856.75,1,3802,Churned
417,6769-DYBQN,Male,77,No,Yes,46,Month-to-Month,Yes,36.78,85.0,3969.4,1,2097,Churned
418,2446-BEGGB,Female,79,No,Yes,6,Month-to-Month,Yes,47.35,98.25,560.6,3,3330,Churned
419,1496-GGSUK,Female,68,No,Yes,1,Month-to-Month,Yes,0.0,25.7,25.7,1,4095,Churned
420,3296-SILRA,Female,76,No,Yes,1,Month-to-Month,Yes,41.16,76.4,76.4,2,2426,Churned
421,5180-UCIIQ,Male,80,No,Yes,22,Month-to-Month,Yes,0.0,40.05,880.2,1,2061,Churned
422,1977-STDKI,Female,72,No,Yes,1,Month-to-Month,Yes,20.55,73.0,73.0,1,4116,Churned
423,5813-UECBU,Male,78,No,Yes,33,Month-to-Month,Yes,38.53,83.85,2716.3,2,2583,Churned
424,4342-HENTK,Female,67,No,Yes,2,Month-to-Month,Yes,12.52,70.65,142.35,1,2189,Churned
425,1597-LHYNC,Female,74,No,Yes,26,Month-to-Month,Yes,47.63,95.0,2497.2,1,4232,Churned
426,8651-ENBZX,Female,68,No,Yes,60,One Year,Yes,34.39,106.0,6441.4,3,5507,Churned
427,9286-DOJGF,Female,66,No,Yes,38,Month-to-Month,Yes,15.78,74.95,2869.85,1,5165,Churned
428,9661-MHUMO,Male,71,No,Yes,1,Month-to-Month,Yes,8.38,49.25,49.25,3,4478,Churned
429,8884-ADFVN,Male,65,No,Yes,7,Month-to-Month,Yes,34.66,101.95,700.85,1,2016,Churned
430,2720-WGKHP,Male,65,No,Yes,2,Month-to-Month,Yes,20.99,94.0,181.7,1,5569,Churned
431,9776-CLUJA,Female,69,No,Yes,51,Month-to-Month,Yes,17.87,77.5,3807.35,1,5748,Churned
432,3551-HUAZH,Male,68,No,Yes,1,Month-to-Month,Yes,11.08,74.4,74.4,2,3429,Churned
433,8634-MPHTR,Male,68,No,Yes,47,Month-to-Month,Yes,8.97,100.05,4871.05,1,5166,Churned
434,2474-BRUCM,Male,76,No,Yes,40,Month-to-Month,Yes,2.85,101.85,4086.3,1,2837,Churned
435,0616-ATFGB,Male,74,No,Yes,1,Month-to-Month,Yes,0.0,25.05,25.05,1,2119,Churned
436,7235-NXZCP,Male,79,No,Yes,2,Month-to-Month,Yes,45.41,74.85,156.4,2,5378,Churned
437,6661-HBGWL,Female,69,No,Yes,42,Month-to-Month,Yes,16.22,104.75,4323.45,1,2984,Churned
438,9317-WZPGV,Female,74,No,Yes,2,Month-to-Month,Yes,39.63,79.75,159.4,3,4038,Churned
439,3621-CEOVK,Female,71,No,Yes,14,Month-to-Month,Yes,47.01,100.2,1369.8,1,3369,Churned
440,7632-MNYOY,Male,69,No,Yes,66,One Year,Yes,9.9,110.9,7432.05,3,4389,Churned
441,9248-OJYKK,Male,74,No,Yes,1,Month-to-Month,Yes,3.84,76.45,76.45,3,3763,Churned
442,3398-FSHON,Female,79,No,Yes,12,Month-to-Month,Yes,34.01,91.3,1094.5,2,4703,Churned
443,3319-DWOEP,Male,69,No,Yes,6,Month-to-Month,Yes,47.9,95.75,573.75,3,5750,Churned
444,0818-OCPZO,Male,80,No,Yes,27,Month-to-Month,Yes,42.91,81.45,2122.05,3,2571,Churned
445,1389-CXMLU,Male,65,No,Yes,3,Month-to-Month,Yes,26.32,91.05,289.1,2,2194,Churned
446,5561-NWEVX,Female,78,No,Yes,2,Month-to-Month,Yes,17.73,79.2,172.85,3,4225,Churned
447,2272-QAGFO,Female,75,No,Yes,14,Month-to-Month,Yes,35.07,74.3,1096.25,3,5342,Churned
448,3768-NLUBH,Male,73,No,Yes,57,Month-to-Month,Yes,42.1,100.6,5746.15,1,5247,Churned
449,7359-SSBJK,Female,80,No,Yes,64,Two Year,Yes,29.12,70.2,4481.0,1,6080,Churned
450,0685-MLYYM,Female,74,No,Yes,2,Month-to-Month,Yes,9.86,70.75,154.85,2,4407,Churned
451,7957-RYHQD,Female,65,No,Yes,40,Month-to-Month,Yes,44.86,79.2,3233.85,1,3207,Churned
452,6230-BSUXY,Female,71,No,Yes,1,Month-to-Month,Yes,42.5,85.0,85.0,2,2650,Churned
453,3990-QYKBE,Male,74,No,Yes,37,Month-to-Month,Yes,49.37,92.5,3473.4,1,4127,Churned
454,9274-CNFMO,Male,76,No,Yes,4,Month-to-Month,Yes,28.11,74.95,308.7,2,3716,Churned
455,3005-NFMTA,Male,73,No,Yes,55,Month-to-Month,Yes,8.93,98.8,5617.75,2,5543,Churned
456,5389-FFVKB,Male,71,No,Yes,32,Month-to-Month,Yes,2.08,80.3,2483.05,1,5365,Churned
457,8444-WRIDW,Female,72,No,Yes,66,Month-to-Month,Yes,45.59,80.45,5224.35,2,5011,Churned
458,5868-YWPDW,Male,76,No,Yes,6,Month-to-Month,Yes,40.44,84.2,519.15,2,5834,Churned
459,1273-MTETI,Female,69,No,Yes,4,Month-to-Month,Yes,12.86,88.85,372.45,3,2754,Churned
460,5480-HPRRX,Female,80,No,Yes,3,Month-to-Month,Yes,0.0,25.3,77.75,3,3542,Churned
461,7234-FECYN,Female,78,No,Yes,8,Month-to-Month,Yes,43.98,101.35,780.5,3,5546,Churned
462,1400-MMYXY,Male,71,No,Yes,3,Month-to-Month,Yes,41.3,105.9,334.65,2,2715,Churned
463,7142-HVGBG,Male,73,No,Yes,43,Month-to-Month,Yes,17.43,103.0,4414.3,1,2505,Churned
464,1564-NTYXF,Female,79,No,Yes,13,Month-to-Month,Yes,4.45,82.0,1127.2,2,3363,Churned
465,0886-QGENL,Female,72,No,Yes,27,Month-to-Month,Yes,45.82,101.25,2754.45,1,4853,Churned
466,8739-WWKDU,Male,69,No,Yes,25,Month-to-Month,Yes,18.46,89.5,2196.15,1,4849,Churned
467,8685-WHQPW,Female,79,No,Yes,22,Month-to-Month,Yes,5.09,74.4,1692.6,1,2407,Churned
468,7240-FQLHE,Female,68,No,Yes,18,Month-to-Month,Yes,25.27,99.75,1836.25,2,5857,Churned
469,6664-FPDAC,Female,77,No,Yes,56,One Year,Yes,19.46,111.95,6418.9,3,4060,Churned
470,0786-VSSUD,Male,68,No,Yes,16,Month-to-Month,Yes,0.0,39.0,679.85,1,5692,Churned
471,6583-QGCSI,Female,79,No,Yes,50,Month-to-Month,Yes,37.12,88.05,4367.35,3,5813,Churned
472,1980-KXVPM,Female,68,No,Yes,3,Month-to-Month,Yes,23.82,75.05,256.25,1,3553,Churned
473,0723-DRCLG,Female,73,No,Yes,1,Month-to-Month,Yes,31.27,74.45,74.45,2,2394,Churned
474,6894-LFHLY,Male,79,No,Yes,1,Month-to-Month,Yes,8.35,75.75,75.75,1,5571,Churned
475,8361-LTMKD,Male,75,No,Yes,4,Month-to-Month,Yes,10.61,74.4,306.6,2,5839,Churned
476,3841-NFECX,Female,69,No,Yes,71,Two Year,Yes,47.02,96.35,6766.95,4,5309,Stayed
477,4929-XIHVW,Male,79,No,Yes,2,One Year,Yes,33.1,95.5,181.65,5,4449,Joined
478,3413-BMNZE,Male,71,No,Yes,1,One Year,Yes,11.89,45.25,45.25,3,3144,Joined
479,8012-SOUDQ,Female,65,No,Yes,43,One Year,Yes,12.58,90.25,3838.75,4,2223,Stayed
480,6575-SUVOI,Female,65,No,Yes,25,One Year,Yes,30.6,69.5,1752.65,4,3154,Stayed
481,4667-QONEA,Female,72,No,Yes,60,One Year,Yes,48.9,74.85,4456.35,3,5153,Stayed
482,5067-XJQFU,Male,77,No,Yes,66,One Year,Yes,21.79,108.45,7076.35,5,4582,Stayed
